2021-11-14 11:30:13.8900, Unable to save settings!
2021-11-14 11:30:13.8900, Unable to read banned.txt
2021-11-14 11:30:13.9079, Unable to save settings!
2021-11-14 11:30:13.9079, Unable to save settings!
2021-11-14 11:30:13.9079, Adding Test Frequency: 247200000
2021-11-14 11:30:13.9079, Adding Test Frequency: 120300000
2021-11-14 11:30:13.9079, Unable to save settings!
2021-11-14 11:30:13.9209, Adding Global Frequency: 248220000
2021-11-14 11:30:14.0505, Unable to save settings!
2021-11-14 11:30:14.0904, Unable to save settings!
2021-11-14 11:30:14.1303, Unable to save settings!
2021-11-14 11:30:14.1981, Unable to save settings!
2021-11-14 11:30:14.4684, Unable to save settings!
2021-11-14 11:30:14.4684, Unable to save settings!
2021-11-14 11:30:14.4684, Unable to save settings!
2021-11-14 11:30:14.4684, DCS-SRS Server Running - 1.9.9.0
2021-11-14 11:30:14.6639, EVENT, TRANSMISSION LOGGING ENABLED
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:15.7041, Unable to save settings!
2021-11-14 11:30:16.7194, Running latest stable version: 1.9.9.0
2021-11-14 11:30:19.2786, Failed to open port with UPNP/NAT
2021-11-14 11:44:05.3370, Disconnecting Client
2021-11-14 11:44:05.3370, Removed Disconnected Unknown Client
2021-11-14 11:46:19.0800, Disconnecting Client
2021-11-14 11:46:19.0800, Removed Disconnected Unknown Client
2021-11-14 11:52:42.7988, Disconnecting Client
2021-11-14 11:52:42.7988, Removed Disconnected Unknown Client
2021-11-14 11:56:22.8806, Disconnecting Client
2021-11-14 11:56:22.8806, Removed Disconnected Unknown Client
2021-11-14 12:00:04.5417, Disconnecting Client
2021-11-14 12:00:04.5417, Removed Disconnected Unknown Client
2021-11-14 12:01:27.2116, Disconnecting Client
2021-11-14 12:01:27.2116, Removed Disconnected Unknown Client
2021-11-14 12:08:22.3449, Unable to save settings!
2021-11-14 12:08:22.3579, Unable to read banned.txt
2021-11-14 12:08:22.3579, Unable to save settings!
2021-11-14 12:08:22.3579, Unable to save settings!
2021-11-14 12:08:22.3579, Adding Test Frequency: 247200000
2021-11-14 12:08:22.3579, Adding Test Frequency: 120300000
2021-11-14 12:08:22.3579, Unable to save settings!
2021-11-14 12:08:22.3579, Adding Global Frequency: 248220000
2021-11-14 12:08:22.4476, Unable to save settings!
2021-11-14 12:08:22.4845, Unable to save settings!
2021-11-14 12:08:22.4845, Unable to save settings!
2021-11-14 12:08:22.5035, Unable to save settings!
2021-11-14 12:08:22.6112, Unable to save settings!
2021-11-14 12:08:22.6112, Unable to save settings!
2021-11-14 12:08:22.6112, Unable to save settings!
2021-11-14 12:08:22.6112, DCS-SRS Server Running - 1.9.9.0
2021-11-14 12:08:22.9762, EVENT, TRANSMISSION LOGGING ENABLED
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:23.2375, Unable to save settings!
2021-11-14 12:08:24.2498, Running latest stable version: 1.9.9.0
2021-11-14 12:08:27.5061, Failed to open port with UPNP/NAT
2021-11-14 12:24:20.0055, Disconnecting Client
2021-11-14 12:24:20.0055, Removed Disconnected Unknown Client
2021-11-14 12:26:22.7075, Disconnecting Client
2021-11-14 12:26:22.7075, Removed Disconnected Unknown Client
2021-11-14 12:31:28.2570, Disconnecting Client
2021-11-14 12:31:28.2570, Removed Disconnected Unknown Client
2021-11-14 12:45:05.5179, Disconnecting Client
2021-11-14 12:45:05.5179, Removed Disconnected Unknown Client
2021-11-14 12:58:02.2242, Disconnecting Client
2021-11-14 12:58:02.2242, Removed Disconnected Unknown Client
2021-11-14 13:00:28.8492, Disconnecting Client
2021-11-14 13:00:28.8492, Removed Disconnected Unknown Client
2021-11-14 13:01:44.3043, Disconnecting Client
2021-11-14 13:01:44.3043, Removed Disconnected Unknown Client
2021-11-14 13:02:24.8886, Disconnecting Client
2021-11-14 13:02:24.8886, Removed Disconnected Unknown Client
2021-11-14 13:05:00.3326, Disconnecting Client
2021-11-14 13:05:00.3326, Removed Disconnected Unknown Client
2021-11-14 13:06:18.5734, Disconnecting Client
2021-11-14 13:06:18.5734, Removed Disconnected Unknown Client
2021-11-14 13:07:07.2536, Disconnecting Client
2021-11-14 13:07:07.2536, Removed Disconnected Unknown Client
2021-11-14 13:08:43.4481, Disconnecting Client
2021-11-14 13:08:43.4481, Removed Disconnected Unknown Client
2021-11-14 13:09:44.9310, Disconnecting Client
2021-11-14 13:09:44.9310, Removed Disconnected Unknown Client
